purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
44,4,199,11/15/2022 2:17,4,166.62559
45,4,322,1/18/2019 18:14,5,185.6809628
46,4,348,7/16/2019 16:18,4,186.7967631
47,4,299,9/9/2019 20:40,3,60.54151257
48,4,80,10/17/2020 19:00,4,77.85189511
49,4,228,12/18/2022 23:56,5,42.19568575
50,4,94,6/13/2020 10:34,1,24.0996389
51,4,215,7/23/2021 19:01,2,60.001347
52,5,234,5/4/2021 2:15,4,151.4068443
53,5,107,4/7/2019 22:42,2,90.11795885
54,5,275,10/22/2018 23:32,4,189.1156605
55,5,21,3/29/2023 5:15,5,148.581304
56,5,343,6/13/2019 13:05,3,48.26572278
57,6,260,12/23/2020 7:39,5,119.4278973
58,6,270,9/21/2020 11:41,1,40.3475224
59,6,226,8/6/2022 6:50,5,49.82904455
60,6,350,1/29/2022 13:26,3,8.9047238
61,6,274,4/20/2022 0:51,2,31.09200098
62,6,447,2/15/2023 0:08,2,72.88116518
63,6,332,12/19/2021 21:35,1,10.5133058
64,6,357,10/2/2022 17:17,2,15.0792543
65,6,174,9/22/2022 17:28,2,3.573069364
66,6,427,4/4/2021 3:05,1,25.40711238
67,6,224,7/15/2023 3:20,4,114.5340175
68,7,329,12/24/2022 10:45,2,60.10281912
69,7,109,3/20/2020 10:21,4,118.6893571
70,7,362,2/19/2023 22:49,1,46.74914106
71,7,326,4/8/2018 17:06,2,46.95625182
72,7,115,11/14/2021 8:40,4,55.31154723
73,7,185,3/20/2022 23:35,2,58.30181923
74,7,114,7/9/2022 1:54,2,65.55765678
75,7,92,4/3/2020 11:11,1,14.9622825
76,7,155,7/13/2021 15:19,2,94.12848661
77,7,130,6/14/2020 9:09,3,127.2193182
78,7,83,6/5/2019 4:53,1,2.975293264
79,7,343,3/16/2020 0:03,4,187.9078175
80,7,188,10/27/2020 11:56,5,178.107898
81,7,106,5/19/2020 9:55,2,94.22059475
82,7,482,8/14/2019 15:30,3,103.1467877
83,7,206,9/23/2018 7:26,4,164.065886
84,8,475,12/2/2018 20:57,1,10.74372879
85,8,292,12/13/2019 17:07,2,20.36663882
86,8,271,7/14/2020 12:58,5,11.86511925
87,9,45,8/2/2023 23:47,1,37.30499512
88,9,195,1/25/2023 2:31,1,1.546734835
89,9,290,2/25/2022 15:06,2,83.47846261
90,9,80,2/10/2022 4:45,3,81.89587103
91,9,20,5/30/2023 21:06,3,59.09655675
92,9,326,6/14/2022 22:54,2,46.25658554
93,9,321,12/24/2022 10:06,4,170.0144389
94,9,90,2/19/2023 23:17,2,88.92572565
95,9,143,9/4/2023 10:11,3,50.84955263
96,9,107,12/6/2022 4:26,5,13.24094988
97,9,222,11/29/2022 5:25,4,42.21638875
98,9,358,3/25/2022 0:53,3,134.8395014
99,9,391,7/19/2023 22:27,2,9.076375171
100,9,438,3/10/2023 23:32,5,59.48515491
101,9,43,10/21/2023 5:33,4,130.6626875
102,9,376,2/11/2022 20:59,3,55.01353879
103,9,144,1/8/2023 6:25,4,128.5761714
104,9,304,6/1/2023 17:08,4,13.78930761
105,9,103,6/27/2023 5:42,3,130.9589173
106,10,120,3/9/2022 11:43,4,62.55922382
107,10,286,4/9/2020 11:41,2,71.37247486
108,10,5,11/9/2021 19:48,5,16.88960911
109,10,26,6/11/2022 15:19,4,39.61114852
110,10,427,6/24/2023 19:08,5,36.0823717
111,10,296,1/11/2023 3:40,4,13.73385805
112,10,179,9/9/2022 9:55,2,34.44973582
113,10,297,8/1/2020 8:42,5,21.6498888
114,10,235,2/18/2022 10:09,5,152.6486191
115,10,186,5/16/2023 23:52,5,161.9126952
116,10,114,7/21/2023 21:11,5,49.05770692
117,11,92,3/12/2023 14:51,5,177.337955
118,11,291,5/3/2021 12:56,2,69.52956044
119,11,367,2/11/2019 0:45,2,89.92990506
120,11,489,1/6/2022 14:07,2,12.87716986
121,11,236,3/6/2020 10:11,2,88.90403533
122,11,212,6/27/2020 5:54,4,62.73015914
123,11,387,11/6/2019 0:02,1,26.64875088
124,11,85,7/17/2021 10:46,3,66.87994489
125,11,369,2/20/2021 3:24,5,183.8075915
126,11,198,1/18/2023 7:41,5,54.96150498
127,11,394,5/6/2023 4:49,3,101.7644387
128,12,442,7/9/2023 2:32,3,80.30907204
129,12,58,8/9/2019 10:25,4,183.191964
130,12,57,12/17/2019 7:30,4,80.81615615
131,12,253,5/28/2023 5:17,4,22.22047098
132,12,363,8/26/2023 7:21,3,28.76780054
133,12,212,1/22/2023 1:02,1,32.20231193
134,13,324,1/31/2022 13:20,2,17.73205858
135,13,483,12/8/2022 19:38,5,131.8010382
136,13,144,8/16/2022 4:36,2,96.08617222
137,13,257,1/15/2022 19:30,5,155.0452685
138,13,332,6/22/2021 2:34,5,114.2279667
139,13,465,6/13/2021 2:06,3,112.8259546
140,14,321,1/15/2022 15:38,5,210.0600317
141,14,439,9/20/2016 4:47,4,105.6156865
142,14,370,5/13/2017 10:17,2,57.27357057
143,14,349,11/19/2018 16:08,2,99.30413537
144,14,481,6/2/2018 19:00,4,71.78283574
145,14,366,11/14/2016 19:48,1,45.71778526
146,14,479,12/21/2022 16:54,1,40.98820317
147,15,360,4/14/2023 1:45,2,18.3655388
148,15,344,3/19/2023 7:56,3,4.681898879
149,15,20,4/6/2023 21:12,1,18.90374969
150,15,221,6/24/2023 13:20,2,56.04138109
151,15,71,6/15/2023 18:21,5,141.0151898
152,15,190,6/23/2023 20:34,1,41.02521704
153,15,358,3/20/2023 17:07,2,6.871879382
154,15,148,3/15/2023 17:31,5,8.171453159
155,15,114,10/4/2023 15:19,1,18.79876959
156,15,325,11/28/2022 6:49,3,59.82220795
157,15,302,5/17/2023 12:38,2,26.54278277
158,15,232,3/22/2023 16:48,3,104.9569825
159,15,99,12/23/2022 11:49,3,39.90134202
160,15,141,4/1/2023 7:53,2,65.93289569
161,16,386,10/21/2021 10:30,1,12.07470191
162,16,279,12/31/2020 17:58,4,116.914288
163,16,366,9/8/2018 17:06,1,33.47236065
164,16,330,9/26/2023 7:14,1,32.2389831
165,17,368,6/19/2021 14:07,1,16.36260777
166,17,154,12/16/2022 20:10,1,1.627214943
167,17,477,1/14/2022 19:27,2,66.34930734
168,17,344,3/18/2021 9:17,2,77.46526379
169,17,476,9/9/2022 6:03,1,35.70408093
170,17,380,1/14/2023 20:16,3,81.6639284
171,17,86,10/27/2022 18:17,2,81.4962905
172,17,283,12/25/2022 4:38,2,10.81039842
173,17,161,4/11/2023 15:49,3,6.360162575
174,17,341,5/9/2023 12:51,3,72.99792073
175,17,146,4/10/2021 14:14,3,5.219608825
176,18,8,6/15/2023 11:01,5,17.89556179
177,18,344,7/13/2023 1:19,1,37.86666534
178,18,49,10/20/2022 5:12,2,43.7610721
179,18,359,3/9/2022 7:16,5,108.7348394
180,19,298,3/21/2022 18:36,3,18.92548674
181,19,143,5/28/2023 11:57,5,108.8672858
182,19,334,7/16/2023 13:15,3,11.49838176
183,19,312,1/17/2023 18:58,4,163.8142067
184,19,438,3/4/2022 20:09,4,45.90959619
185,19,169,1/5/2021 4:09,2,38.11931415
186,19,128,7/11/2021 1:18,2,42.25033374
187,19,205,11/27/2022 23:42,2,85.75740988
188,19,185,10/23/2022 22:13,1,49.30730475
189,20,436,2/4/2023 15:59,4,194.6888545
190,20,163,12/15/2022 20:39,2,94.81578712
191,20,479,1/16/2022 12:54,5,113.0565714
192,20,457,2/18/2021 2:43,2,93.32942615
193,20,457,5/25/2021 7:19,1,11.19489828
194,20,475,12/25/2020 11:32,5,234.6973994
195,20,295,9/22/2022 23:28,1,25.84697435
196,20,44,6/12/2021 23:11,4,93.46484149
197,20,422,3/18/2021 20:14,1,1.63276441
198,20,305,4/7/2021 0:46,5,153.5216457
199,20,152,12/8/2021 6:21,2,5.204007997
200,20,331,6/22/2023 8:04,5,193.8783232
201,20,357,1/18/2021 12:24,4,199.9929275
202,20,298,2/24/2022 15:19,2,86.54160223
203,20,410,5/21/2021 2:51,4,32.22975035
204,20,94,10/1/2021 6:01,2,8.398472435
205,20,338,1/8/2022 10:08,1,15.86347499
206,21,292,9/10/2021 10:06,4,116.9588642
207,21,131,1/20/2019 20:34,5,211.6960131
208,21,41,7/29/2023 0:41,1,14.37756638
209,21,137,6/11/2023 4:56,1,16.9744823
210,21,77,2/20/2019 11:04,4,101.2489679
211,21,415,2/25/2021 7:21,2,93.59602973
212,21,224,4/2/2022 2:21,1,26.46388413
213,21,46,10/13/2020 5:02,5,49.94259935
214,21,387,5/10/2019 21:45,5,126.907643
215,21,117,4/8/2023 4:25,3,97.34895692
216,21,408,1/3/2022 21:49,4,110.5389684
217,21,437,9/10/2022 8:32,2,38.20688288
218,22,164,5/27/2021 7:42,5,18.21168044
219,22,221,7/10/2019 2:04,2,24.22748897
220,22,48,9/21/2019 7:54,2,65.69414927
221,22,246,6/25/2019 22:01,2,67.82741955
222,22,118,9/21/2019 12:36,3,81.88032187
223,22,395,7/2/2020 2:43,2,66.66214251
224,22,5,3/6/2022 15:43,1,16.06062106
225,23,63,8/9/2023 3:21,3,106.8766631
226,23,414,10/27/2023 10:31,1,5.523018044
227,23,455,1/10/2023 22:25,4,90.76576121
228,23,240,2/21/2023 15:50,1,16.03483828
229,23,154,3/7/2023 19:33,2,37.30746495
230,23,298,4/15/2023 20:31,5,152.6895445
231,23,306,5/31/2023 15:49,4,110.8522327
232,23,158,1/1/2023 23:57,2,16.38839908
233,23,158,4/17/2023 11:58,4,141.7512372
234,23,160,2/13/2023 3:38,2,34.81003122
235,23,23,8/8/2023 3:51,1,10.66943432
236,24,262,1/6/2023 13:11,4,150.7780706
237,24,32,9/29/2023 2:54,1,43.00615594
238,24,300,6/15/2021 13:24,5,112.4245335
239,24,261,12/23/2022 4:51,4,113.072266
240,24,483,3/14/2023 21:35,3,82.87084563
241,24,481,10/2/2022 14:03,5,16.87853637
242,24,345,7/24/2021 9:04,1,28.9257905
243,24,99,4/27/2023 22:06,4,12.06204395
244,24,251,2/8/2023 15:22,5,187.7616202
245,25,486,3/6/2018 20:39,3,77.8431296
246,25,16,5/30/2019 15:34,3,139.4774399
247,25,469,11/22/2022 8:28,3,66.19144165
248,25,350,1/24/2022 2:00,1,31.00805959
249,25,16,3/6/2018 14:24,4,139.7242973
250,25,36,10/16/2020 9:43,2,98.05560401
251,25,62,11/2/2021 10:08,4,134.6559865
252,25,213,5/28/2016 18:54,5,107.5374539
253,25,236,10/6/2018 14:24,4,16.6651139
254,26,380,9/12/2023 11:49,2,69.57287806
255,26,331,5/21/2023 7:47,1,44.37393248
256,26,328,4/1/2020 16:05,1,47.4861479
257,26,274,2/13/2023 18:55,1,32.88873307
258,26,306,10/21/2022 7:54,5,196.5155322
259,26,301,4/9/2020 10:38,5,97.53052073
260,26,115,7/1/2022 17:01,5,10.36016394
261,26,10,10/14/2022 14:18,3,133.9452645
262,27,338,1/28/2022 1:39,3,39.24065622
263,27,491,2/6/2022 18:19,4,98.38232705
264,27,100,1/14/2023 7:54,3,47.98892934
265,27,131,6/17/2021 9:56,4,84.21576871
266,27,98,4/16/2021 11:49,2,11.09070312
267,27,187,8/2/2021 0:38,4,22.24204934
268,27,149,9/7/2021 6:47,4,157.4730008
269,27,355,3/1/2022 9:18,1,7.563708916
270,27,339,7/11/2023 17:19,4,171.1988662
271,27,415,12/19/2021 16:50,2,98.98908249
272,27,425,7/23/2021 17:31,2,54.55847914
273,27,336,8/2/2023 23:39,3,111.1269357
274,27,201,6/26/2023 0:17,5,167.4836427
275,27,484,8/14/2021 17:05,1,18.00023971
276,27,7,6/28/2022 13:05,2,37.9888548
277,27,242,9/28/2021 16:35,4,121.3444223
278,28,51,8/31/2018 8:37,1,37.95078929
279,28,348,8/6/2021 1:48,3,121.0851869
280,28,398,2/13/2019 18:15,1,6.10590274
281,29,322,4/10/2021 14:29,4,135.7319063
282,29,240,3/24/2020 18:25,4,175.4118187
283,29,334,11/15/2021 3:23,2,37.08979142
284,29,119,3/29/2022 3:18,2,26.03311869
285,29,403,11/19/2020 11:53,3,26.05974468
286,29,336,1/31/2021 15:50,3,39.07248797
287,29,470,3/24/2022 14:08,4,188.0591207
288,29,474,1/11/2023 10:39,1,9.660404797
289,29,256,4/10/2023 18:48,5,129.3754894
290,29,48,5/11/2021 12:17,4,198.8741142
291,29,275,1/5/2021 13:02,1,46.69047957
292,29,180,9/2/2020 15:51,5,166.0817046
293,29,394,3/25/2023 5:58,3,149.7035893
294,30,74,8/4/2020 13:23,4,174.6978085
295,30,437,5/26/2023 7:07,5,31.66965812
296,30,212,11/3/2017 9:13,1,30.25270427
297,31,408,9/19/2023 19:55,5,53.32962866
298,31,428,9/19/2022 21:18,1,33.89536263
299,31,370,10/15/2022 2:06,4,189.4434934
300,31,147,4/15/2023 4:27,4,101.6098087
301,31,468,3/22/2023 3:29,5,91.10217098
302,31,408,3/6/2023 19:02,4,69.86351732
303,31,459,10/26/2021 15:56,4,20.9814319
304,31,285,3/20/2022 0:54,2,53.15124737
305,31,495,5/18/2023 10:57,5,167.3682065
306,31,69,2/4/2022 18:57,1,11.25682802
307,31,74,10/28/2023 11:29,1,15.83509428
308,32,96,8/30/2021 5:28,4,131.8484771
309,32,165,9/4/2023 3:30,2,69.51627872
310,32,76,8/1/2021 2:12,2,86.75139721
311,32,3,7/8/2021 2:09,4,60.14613735
312,32,358,7/17/2022 21:22,4,139.2262645
313,32,320,2/1/2022 8:27,1,38.43037815
314,32,13,12/25/2022 14:18,5,156.7602605
315,32,102,5/23/2021 7:04,4,134.8102854
316,32,136,8/3/2021 17:58,1,42.57395716
317,32,60,1/23/2022 13:42,4,164.5332459
318,32,150,10/3/2023 12:11,1,33.81832092
319,32,229,6/26/2023 14:50,4,49.23072231
320,33,156,11/30/2021 2:57,4,92.46581781
321,33,443,2/3/2023 17:35,3,99.94040176
322,33,189,9/19/2023 9:16,5,48.2554253
323,33,398,2/1/2023 17:07,2,56.40502925
324,33,65,11/2/2022 10:01,1,39.11055867
325,33,313,7/16/2022 1:57,1,3.726038368
326,33,283,6/28/2022 9:12,5,232.1012691
327,33,105,3/7/2022 7:23,1,20.72460494
328,33,264,2/25/2023 14:59,3,96.42913399
329,33,123,9/10/2022 9:11,4,170.4814227
330,33,352,10/11/2022 7:23,2,5.681895713
331,33,474,3/8/2023 2:26,2,58.44902563
332,33,155,3/25/2022 16:16,4,139.9969679
333,33,237,3/14/2023 5:06,4,177.1434893
334,33,187,9/12/2022 23:43,4,153.5765916
335,33,40,7/31/2023 0:55,5,74.53990822
336,33,220,2/2/2022 14:04,5,92.47122194
337,33,141,2/12/2022 13:07,5,112.6297726
338,34,408,4/29/2018 12:22,4,166.0411599
339,34,243,8/12/2021 8:40,3,80.02553562
340,34,435,8/29/2019 11:58,1,46.30562464
341,34,100,7/27/2020 7:42,5,91.28415049
342,34,206,8/4/2018 18:53,5,40.51229169
343,34,478,10/27/2023 22:28,1,14.78456015
344,34,391,3/24/2018 3:28,1,20.14983187
345,34,397,7/1/2022 11:46,5,108.3692038
346,34,439,2/13/2022 19:06,4,51.47875846
347,34,40,12/1/2021 11:52,4,133.5333309
348,34,303,5/20/2023 10:00,4,103.9623161
349,34,298,12/15/2017 4:55,1,9.759000618
350,34,405,6/21/2016 22:30,3,139.8193246
351,34,211,12/16/2022 22:20,1,10.82880077
352,34,3,6/7/2021 10:04,4,35.23152244
353,34,3,12/13/2018 8:35,3,67.86170494
354,34,204,2/20/2018 9:00,2,11.62839656
355,34,324,2/14/2018 6:57,3,64.15009404
356,35,479,3/16/2023 18:15,2,55.14728884
357,35,87,11/27/2022 22:32,4,168.4653139
358,35,450,4/16/2022 16:34,5,153.5941582
359,35,280,12/23/2022 21:02,1,10.75641511
360,35,452,12/22/2020 20:12,5,144.2375181
361,35,5,3/12/2023 20:14,3,139.4837534
362,35,344,5/17/2023 23:02,3,90.62682204
363,35,422,7/18/2022 19:53,5,166.1647575
364,35,338,1/23/2023 8:12,4,150.5282906
365,35,218,7/1/2023 14:31,4,175.2222172
366,35,103,6/18/2023 14:04,2,80.49505059
367,35,184,1/17/2021 20:29,2,68.87871064
368,35,328,6/29/2021 0:21,1,3.812901062
369,35,255,2/28/2022 2:41,3,114.1080614
370,35,197,3/7/2023 16:44,5,199.23497
371,36,143,8/27/2021 13:30,3,103.4535668
372,36,353,5/30/2022 3:14,5,243.019324
373,36,497,2/28/2023 5:51,3,19.83660671
374,36,299,3/18/2017 23:59,3,143.0294763
375,36,397,8/1/2020 10:37,1,26.56950857
376,36,88,4/19/2020 1:21,4,54.2850288
377,36,215,6/11/2015 2:36,5,147.7860434
378,36,235,9/23/2022 11:37,1,24.10555137
379,36,474,2/12/2018 8:12,3,12.14174314
380,36,480,11/16/2019 8:27,5,125.948344
381,36,86,11/14/2021 17:27,2,50.77519737
382,36,464,2/16/2016 14:34,4,40.58413122
383,36,449,9/2/2022 21:29,4,29.26518389
384,36,175,8/14/2023 11:23,1,16.8567829
385,37,57,6/26/2022 7:54,1,41.31763124
386,38,350,6/20/2020 8:23,2,92.37696164
387,39,184,10/24/2022 18:27,4,25.15606716
388,39,58,4/19/2022 8:15,5,244.8889076
389,40,296,6/16/2021 14:15,5,10.34349394
390,41,258,6/25/2019 10:54,2,86.10376271
391,41,417,8/4/2021 23:08,2,60.5590339
392,41,339,2/15/2018 20:06,5,81.06327161
393,41,279,10/9/2023 11:03,1,15.19962445
394,41,272,1/10/2021 1:29,4,44.50451659
395,41,138,9/8/2017 5:07,2,14.14302067
396,41,147,7/19/2023 11:59,3,19.02773007
397,41,481,7/1/2020 1:01,4,65.22585745
398,41,134,5/17/2018 4:34,1,17.35497652
399,42,4,8/12/2017 10:28,4,76.54362244
400,42,233,10/13/2023 19:39,3,99.41175541
401,42,431,11/12/2019 3:12,5,191.7209853
402,42,199,6/9/2019 10:31,3,27.56867142
403,42,295,3/13/2020 13:28,4,115.8890076
404,42,469,1/9/2020 5:55,1,39.26094894
405,42,57,7/30/2017 8:05,3,129.7134224
406,42,324,11/22/2016 9:58,3,98.77956476
407,42,94,12/21/2022 3:42,3,122.3242652
408,42,174,2/3/2021 2:59,2,31.83363107
409,42,297,2/24/2016 15:12,3,78.92772707
410,42,37,8/31/2023 18:42,2,25.2465129
411,42,89,10/22/2019 4:48,4,192.599728
412,42,103,9/9/2022 8:48,1,24.96090642
413,42,237,9/11/2017 14:57,5,140.7162717
414,43,483,3/22/2020 17:52,4,59.61655972
415,43,85,3/22/2022 12:51,4,156.2806908
416,43,219,3/8/2018 3:19,4,50.0155191
417,43,251,7/7/2022 11:48,2,34.35321049
418,43,306,12/2/2019 21:39,3,51.07193547
419,43,248,1/28/2017 17:19,5,30.73260902
420,43,153,8/3/2018 18:34,4,159.9008344
421,43,32,9/17/2021 22:00,3,95.06851413
422,43,181,4/13/2020 3:27,5,15.89419272
423,43,36,5/15/2020 15:58,4,34.69584216
424,43,261,8/18/2020 15:46,1,3.814349
425,43,275,1/15/2017 3:01,1,24.70961533
426,43,60,8/1/2020 19:48,3,6.355979466
427,43,283,11/22/2022 7:58,4,101.7436261
428,43,204,2/28/2021 20:31,2,88.86634368
429,43,364,2/14/2021 12:02,5,173.9269991
430,43,279,4/25/2020 17:03,2,66.71591525
431,43,467,6/27/2023 4:10,5,14.60444471
432,44,65,8/22/2022 16:07,5,134.7016194
433,45,11,10/2/2018 17:22,5,49.21543917
434,45,47,12/1/2020 22:42,3,22.59388168
435,45,33,8/29/2023 11:25,5,140.9890034
436,45,312,8/26/2018 15:40,5,104.0809259
437,45,222,8/18/2018 16:29,1,14.4020556
438,46,452,8/2/2021 19:12,3,34.72638416
439,46,454,4/9/2022 12:06,4,102.5596764
440,46,284,10/27/2020 0:01,4,78.57032649
441,46,206,3/22/2021 19:58,1,34.95334761
442,46,346,11/15/2020 15:03,3,92.47493978
443,46,405,5/16/2023 11:23,1,27.94568821
444,46,405,11/21/2020 16:50,2,65.29529114
445,46,248,4/10/2020 8:37,5,215.293056
446,46,286,9/10/2021 1:14,1,37.33998678
447,46,52,5/15/2019 10:21,4,168.5047968
448,46,297,9/25/2020 14:52,5,90.21459126
449,46,482,7/17/2021 10:18,3,73.11369744
450,46,244,3/19/2022 20:59,1,29.07143996
451,46,448,5/6/2023 16:24,2,98.93636789
452,46,248,11/1/2023 4:37,4,113.4258585
453,47,473,8/29/2018 5:00,5,184.8449311
454,47,220,4/27/2019 20:41,2,95.39258613
455,47,325,10/31/2018 8:37,1,36.74101718
456,47,137,6/12/2018 4:50,3,98.25191631
457,47,144,3/2/2017 1:11,1,45.443477
458,47,252,5/17/2018 18:58,1,34.15491156
459,47,131,4/23/2023 20:40,4,171.0947606
460,47,461,7/25/2020 5:55,5,220.6778176
461,47,495,6/22/2018 13:28,4,60.44097572
462,47,429,9/4/2022 2:20,2,28.68252193
463,48,300,4/22/2022 19:55,4,34.86531587
464,48,495,4/1/2022 17:34,4,184.3193595
465,48,333,5/25/2022 8:56,2,23.0647389
466,48,481,7/18/2022 17:57,3,108.9373964
467,48,449,10/23/2023 4:08,5,131.2455099
468,48,388,7/12/2021 10:28,3,40.98283644
469,48,270,12/14/2022 22:35,4,65.60947334
470,48,391,11/7/2021 1:25,2,75.99191735
471,48,244,11/22/2021 17:07,3,103.9281177
472,48,457,11/7/2021 9:44,1,7.036495397
473,48,490,11/6/2021 11:20,2,62.34277767
474,48,495,12/28/2021 20:18,3,82.27036721
475,48,472,4/18/2022 3:43,5,148.6106192
476,48,115,6/18/2022 20:12,4,169.7138943
477,48,119,10/12/2021 18:34,1,23.57575673
478,48,385,3/26/2023 20:17,5,25.41962131
479,49,181,3/23/2021 4:56,1,33.59093166
480,49,227,7/20/2020 6:38,4,118.8388788
481,49,295,11/9/2022 10:24,1,48.41214263
482,49,315,12/15/2018 23:51,3,128.5927885
483,49,301,4/3/2017 15:03,3,53.20902786
484,49,227,4/7/2017 2:33,2,84.14666675
485,49,493,3/21/2018 4:20,2,62.24614639
486,49,23,8/11/2022 21:35,3,109.98072
487,50,43,8/22/2021 10:30,4,94.35712043
488,50,82,9/1/2020 21:44,3,124.9841856
489,50,257,11/27/2022 23:29,3,31.449769
490,51,457,12/3/2022 9:31,5,193.378609
491,52,127,6/7/2018 2:05,4,21.21380438
492,53,119,5/24/2022 22:53,4,75.70842189
493,53,278,3/18/2019 3:22,4,175.922881
494,53,409,4/7/2020 16:40,4,21.14751154
495,53,105,6/2/2021 10:50,3,67.91907135
496,53,454,2/8/2021 7:29,4,17.35868418
497,53,167,6/15/2022 6:33,1,21.77434938
498,53,191,1/24/2022 15:42,2,68.19857735
499,53,485,11/9/2021 11:59,3,131.8423789
500,54,219,11/20/2018 13:54,2,78.18382601
501,54,307,3/9/2018 13:05,5,178.0070312
502,54,217,12/23/2021 14:14,4,89.21868637
503,54,440,6/12/2020 2:04,5,103.6601723
504,54,394,6/6/2019 18:33,5,217.8422669
505,54,377,9/28/2023 7:32,1,26.07321543
506,54,185,3/20/2023 1:20,2,30.80181978
507,54,298,12/29/2022 16:12,1,21.18901247
508,54,191,10/21/2020 3:25,5,43.60652131
509,55,402,6/10/2021 7:42,4,12.0367139
510,55,44,2/10/2020 9:36,4,42.8615389
511,55,377,8/20/2021 9:08,1,7.913977421
512,55,273,1/6/2023 8:32,2,64.29314299
513,55,69,10/13/2020 22:47,4,179.5377451
514,55,467,5/29/2020 17:56,1,48.71586336
515,55,287,3/19/2023 22:07,2,71.99457531
516,55,404,9/5/2021 21:31,3,104.3047143
517,55,22,7/9/2020 1:21,2,83.7701457
518,55,22,6/20/2021 5:23,1,4.600356227
519,55,388,8/9/2020 19:59,3,83.50715882
520,55,325,12/13/2021 21:45,5,35.18795824
521,55,87,11/24/2019 11:48,2,95.80408724
522,55,267,8/17/2021 20:21,3,112.2175774
523,55,306,5/14/2021 23:21,2,23.44037592
524,55,435,8/5/2023 1:10,3,110.024226
525,56,321,12/11/2020 22:21,2,17.80204651
526,56,223,5/17/2021 20:45,4,105.7087388
527,56,171,1/1/2020 16:33,5,186.8912959
528,56,47,5/17/2020 7:41,3,114.9430953
529,56,463,6/3/2018 1:12,1,46.77850096
530,56,67,7/25/2022 0:43,2,60.91680864
531,57,285,12/23/2021 1:04,2,60.43601604
532,57,495,2/6/2023 13:40,4,31.25103076
533,57,318,8/4/2022 13:47,2,69.79616542
534,57,163,8/31/2023 0:05,1,1.744938211
535,57,28,11/6/2021 10:37,2,11.29727048
536,57,389,12/30/2021 0:51,5,188.1927919
537,57,331,1/27/2022 12:56,4,170.2301198
538,57,66,10/17/2023 13:18,1,40.95127437
539,57,69,5/25/2022 3:38,1,43.65563609
540,57,154,9/20/2022 2:22,5,19.62162597
541,57,400,3/12/2022 18:47,3,63.07939648
542,57,88,6/17/2021 3:33,2,52.43389578
543,58,349,6/20/2019 11:51,4,82.99411864
544,58,389,3/15/2020 7:41,2,30.02194527
545,58,65,3/31/2023 18:57,5,217.0817726
546,58,238,11/21/2020 18:53,3,133.1211719
547,58,237,12/25/2020 4:53,1,46.10423295
548,58,139,4/19/2023 19:50,2,42.55586813
549,58,78,5/15/2018 17:57,1,11.96524565
550,58,456,6/14/2017 18:46,3,69.98684477
551,58,485,6/7/2023 12:44,2,18.94052307
552,58,354,11/10/2020 10:23,4,148.1071132
553,58,255,9/6/2020 23:26,3,76.57250648
554,59,339,5/8/2023 12:57,2,49.04778307
555,59,67,11/14/2021 13:15,2,33.5785025
556,59,101,4/1/2023 19:16,2,70.64218125
557,59,434,10/31/2023 18:09,3,74.02693534
558,59,462,1/21/2022 9:16,1,2.772564024
